,dummy_sysid,ageagainstinstallation,RemainingTime,count,hour,Last_service,dummy_part_number
995877,sys1617,6.66,4.509332841,16,0,1.155396757,0
998461,sys1471,6.66,2.746120728,16,0,3.1650205,1
999379,sys1726,6.64,2.726955379,14,0.13,2.151994907,0
1001929,sys719,6.61,2.335434677,15,0,1.155396757,0
1016237,sys1526,6.61,2.335434677,19,0,2.16842235,0
1018810,sys1672,6.61,2.699576309,7,2.01,1.41823583,0
1019626,sys1704,6.61,2.329958863,12,5,0.150584885,0
1020046,sys1943,6.6,2.718741658,10,0,3.159544686,0
1022601,sys2031,6.59,2.310793514,11,0.18,3.323819106,0
1023889,sys2069,6.58,6.053512392,7,3,0.167012327,0
1023994,sys1528,6.57,2.294366072,7,0,0.235460003,0
1024868,sys832,6.56,2.286152351,11,2.07,1.23479606,0
1029446,sys1783,6.56,2.644818169,10,0.09,0.158798606,0
1039490,sys1902,6.54,2.62565282,32,0.25,4.238280047,0
1052206,sys2276,6.53,2.253297467,1,0,0.284742329,0
1052218,sys1859,6.52,2.603749564,10,4,0.156060699,1
1052792,sys1920,6.52,2.636604448,10,0.69,3.241681896,0
1058072,sys1802,6.52,2.603749564,9,1,4.323155164,1
1058216,sys1746,6.52,2.236870025,11,0,1.155396757,0
1058888,sys1375,6.51,2.59827375,25,1.84,0.339500469,1
1059749,sys1967,6.5,2.225918397,7,0,0.156060699,0
1060541,sys1653,6.5,2.225918397,22,4,2.157470722,0
1065314,sys1954,6.48,5.95494774,6,0.22,2.409358166,0
1065364,sys1873,6.47,4.320417257,6,1.25,0.150584885,0
1070925,sys2086,6.46,4.301251908,34,2.9,2.154732814,0
1079714,sys1667,6.46,2.543515609,13,1,1.163610478,0
1081037,sys1868,6.45,2.535301888,11,0,0.150584885,0
1089997,sys2014,6.42,2.141043279,17,0,1.325146991,0
1090077,sys2093,6.42,4.536711911,7,0,3.241681896,0
1090092,sys2114,6.4,2.113664209,1,0,2.321745142,0
1090107,sys2127,6.4,2.113664209,1,0,1.106114431,0
1090128,sys2103,6.36,2.453164678,15,0,4.167094465,0
1090848,sys2145,6.36,2.486019562,12,4.5,1.166348385,0
1090876,sys1637,6.35,4.197211442,9,0,4.156142837,0
1093356,sys1893,6.34,2.431261422,7,0,2.173898164,0
1095278,sys2024,6.33,2.423047701,10,0.08,1.166348385,0
1097806,sys2304,6.33,4.175308186,5,0.65,4.503857026,0
1097884,sys1664,6.3,2.026051185,10,0.74,3.230730268,0
1101038,sys864,6.3,2.026051185,24,0.45,1.155396757,0
1102018,sys2249,6.29,2.381979096,15,0.75,0.16427442,0
1103362,sys1518,6.29,2.015099557,10,0,0.323073027,1
1104172,sys1890,6.29,4.139715395,4,0,4.336844699,0
1104312,sys2005,6.28,5.922092856,8,0,2.16842235,0
1104462,sys1919,6.27,2.395668631,11,1,3.156806779,0
1107794,sys2388,6.27,2.36007584,2,0,4.167094465,0
1107884,sys1972,6.27,1.990458394,7,0.54,1.166348385,1
1112828,sys1517,6.27,1.990458394,11,0.11,0.161536513,0
1113116,sys2219,6.26,1.051356291,10,0.08,2.84468538,0
1113130,sys1817,6.26,1.98498258,9,0.45,3.241681896,1
1115170,sys2310,6.26,1.976768859,1,0,2.661245611,0
1115173,sys1892,6.26,2.343648398,9,0,1.149920943,0
1115437,sys2129,6.26,2.376503282,18,0.72,1.144445129,0
1118437,sys1737,6.25,4.098646789,14,0.5,4.410768188,0
1118962,sys1558,6.24,1.963079324,13,0,2.151994907,0
1119480,sys875,6.23,1.952127696,12,0,2.143781186,1
1127760,sys735,6.23,2.313531421,16,0,0.167012327,0
1129860,sys2107,6.21,2.299841886,12,0.5,4.167094465,0
1131585,sys641,6.19,1.913796998,11,1.42,3.1650205,0
1137945,sys924,6.19,4.035674928,10,0.12,1.325146991,0
1138204,sys858,6.19,2.27793863,8,0,0.172488141,0
1138624,sys1818,6.17,2.256035374,9,0,3.156806779,0
1145540,sys2299,6.17,2.256035374,11,3,4.147929116,1
1146245,sys1591,6.16,2.253297467,13,4,3.312867478,1
1146385,sys1116,6.16,1.886417928,29,0.1,1.15265885,0
1147615,sys1810,6.15,1.8754663,17,0.22,3.170496314,1
1151907,sys888,6.15,1.8754663,9,0,2.143781186,0
1152424,sys1909,6.13,2.25055956,34,0,4.156142837,0
1158004,sys1345,6.12,2.204015141,15,0.5,3.1650205,0
1168093,sys1749,6.11,1.831659788,5,0.6,3.159544686,0
1168253,sys783,6.09,1.815232346,12,0.45,3.143117244,0
1172485,sys2306,6.09,1.812494439,2,0,3.145855151,0
1172581,sys686,6.09,1.812494439,20,0,0.156060699,1
1173673,sys1541,6.08,2.201277234,4,2.08,1.23479606,1
1173727,sys2443,6.08,2.165684443,2,2.35,1.74678467,0
1173728,sys2046,6.04,1.76595002,9,0,1.155396757,1
1174283,sys461,6.04,1.76595002,13,0,3.167758407,0
1178723,sys1877,6.03,2.12187793,8,4,1.237533967,0
1182143,sys1546,6.03,2.116402116,8,3.15,2.154732814,1
1182535,sys1639,6.02,2.108188395,7,1.5,0.16427442,0
1186595,sys1975,6.02,1.738570949,12,1,1.15265885,0
1191158,sys1996,6.02,1.738570949,12,0,4.161618651,0
1192040,sys2131,6.01,4.134239581,6,0.17,4.227328419,0
1192381,sys934,6.01,1.735833042,9,5.32,2.486019562,1
1193881,sys1806,6,2.089023046,10,1,0.150584885,0
1198102,sys1739,5.99,3.83306981,1,0,1.505848854,0
1198130,sys1458,5.99,3.83306981,12,0.07,3.170496314,1
1198250,sys935,5.98,1.700240251,11,0.19,4.23554214,0
1199195,sys891,5.98,3.824856089,14,0.51,0.169750234,0
1199645,sys1773,5.97,2.056168162,6,1.96,0.413423958,0
1199665,sys2166,5.96,1.681074902,3,0,3.252633524,0
1199677,sys2210,5.96,3.802952833,2,0,4.331368885,0
1199685,sys2138,5.95,3.794739112,2,0,1.177300013,0
1199693,sys663,5.95,1.667385367,9,0,3.159544686,0
1200398,sys2098,5.94,2.064381883,16,2.25,5.401890525,0
1200408,sys1916,5.94,2.064381883,10,3.46,1.243009781,1
1201968,sys1533,5.91,3.759146321,9,0.23,3.156806779,0
1202268,sys1711,5.89,3.734505158,1,0,3.151330965,0
1202538,sys1941,5.89,1.974030952,14,1.15,1.158134664,0
1203880,sys1691,5.88,1.601675599,9,0.3,0.16427442,0
1204110,sys1776,5.87,1.593461878,10,0,0.156060699,0
1208210,sys2026,5.87,3.718077715,2,0,3.143117244,0
1208254,sys2092,5.84,3.690698645,26,0.02,2.234132118,0
1208578,sys1977,5.83,1.922010719,10,0,2.491495376,0
1208758,sys2240,5.83,1.952127696,16,2,3.1650205,0
1208830,sys648,5.83,5.103458661,11,0,1.155396757,0
1209096,sys1673,5.83,1.549655366,11,3.5,0.156060699,1
1213525,sys1679,5.81,1.52775211,8,3.97,1.158134664,0
1215120,sys1430,5.8,5.270470988,10,0.75,3.148593058,0
1215378,sys2084,5.79,1.880942114,10,0.95,0.153322792,0
1218162,sys2277,5.79,3.638678412,7,0,4.575042609,0
1218168,sys661,5.79,5.06786587,6,0.47,1.15265885,0
1218448,sys1075,5.79,1.8754663,15,0,3.167758407,0
1233673,sys1870,5.79,1.8754663,6,0.64,0.23819791,0
1233808,sys1201,5.78,3.630464691,11,0.25,3.145855151,0
1233932,sys1849,5.77,1.494897226,9,1.75,0.16427442,0
1240432,sys1663,5.77,1.861776765,11,0,1.15265885,0
1240522,sys1832,5.77,1.894631649,12,0.02,1.155396757,0
1240576,sys2146,5.76,3.605823528,16,0,4.142453302,0
1241027,sys2066,5.76,3.603085621,8,0.43,4.227328419,0
1241267,sys1543,5.75,1.8754663,10,0,1.253961409,0
1241667,sys1751,5.75,1.872728393,10,1.12,2.162946536,0
1242889,sys1993,5.75,2.097236767,10,1.49,3.931634462,1
1244401,sys2238,5.75,5.793411227,2,0,2.157470722,0
1244413,sys2190,5.75,3.08288329,1,0,3.255371431,0
1244421,sys1999,5.72,2.828257938,18,0.04,1.149920943,0
1250826,sys1962,5.7,3.542851667,7,0,2.253297467,0
1251907,sys1958,5.67,3.51273469,13,3,3.312867478,1
1251931,sys1953,5.66,3.781049577,6,0,3.227992361,0
1252057,sys730,5.64,4.917280985,10,0,3.167758407,0
1252176,sys1891,5.63,1.672861181,10,2.49,2.412096073,0
1252406,sys1437,5.63,3.477141899,14,0.62,1.169086292,1
1252606,sys635,5.62,4.895377728,13,0,0.156060699,0
1257534,sys1744,5.61,4.887164007,8,5,2.247821653,0
1259809,sys2267,5.6,1.686550716,9,0,4.320417257,0
1260016,sys1676,5.58,1.623578855,8,0,3.395004689,0
1261612,sys2034,5.58,4.85704703,15,0,2.154732814,0
1268102,sys796,5.58,1.927486533,17,0.05,2.151994907,0
1273002,sys757,5.55,4.82966796,8,0.25,2.165684443,1
1273374,sys1708,5.54,1.886417928,1,0,0.358665818,0
1273399,sys1815,5.53,1.650957925,9,5.8,0.424375586,0
1273432,sys1900,5.52,3.364887712,51,4,3.156806779,0
1275280,sys2018,5.51,2.847423287,11,0,1.399070481,0
1277136,sys2446,5.5,3.351198177,7,2,0.240935817,1
1277166,sys1822,5.5,4.777647727,10,0.34,4.249231675,0
1278983,sys771,5.5,4.777647727,10,0,3.170496314,0
1279680,sys1652,5.5,4.323155164,19,1.1,0.161536513,0
1282272,sys1895,5.5,1.620840948,16,0,3.170496314,0
1282408,sys744,5.5,4.77490982,10,0.28,1.160872571,1
1282503,sys2171,5.5,3.345722363,20,1.25,3.154068872,0
1285611,sys1421,5.5,4.972039125,9,1.5,0.16427442,0
1285659,sys1662,5.47,1.817970253,2,0,4.336844699,0
1285713,sys1641,5.47,1.817970253,2,0,3.008959801,0
1286017,sys2000,5.46,4.739317029,4,0,3.151330965,0
1286179,sys2377,5.46,4.947397962,1,0,2.757072356,0
1286183,sys2149,5.4,1.749522577,8,0,4.39981656,0
1286271,sys810,5.4,1.483945598,8,0.75,0.167012327,0
1287657,sys1092,5.37,1.722143507,9,0,2.171160257,0
1288467,sys1666,5.37,1.7194056,12,1.85,3.312867478,0
1290209,sys1603,5.36,3.499045155,6,0,1.163610478,1
1291914,sys1634,5.35,1.702978158,12,0,4.158880744,0
1298058,sys586,5.35,1.07052164,13,0.5,1.155396757,0
1298714,sys2216,5.34,4.818716332,5,1,4.517546562,0
1298730,sys1547,5.33,5.026797265,14,0,0.240935817,0
1299864,sys1012,5.31,1.557869087,19,0.01,2.154732814,1
1300144,sys2292,5.31,3.154068872,4,0,3.143117244,0
1300339,sys2087,5.3,1.653695832,11,0.1,1.155396757,0
1300675,sys2260,5.3,1.645482111,6,6.6,3.326557013,0
1300773,sys1050,5.3,4.572304702,10,0,3.170496314,1
1301709,sys1986,5.29,3.140379337,16,2,0.328548841,1
1301730,sys2111,5.29,4.115074232,20,12,1.319671177,0
1306214,sys1734,5.29,4.566828888,10,0,1.155396757,0
1306454,sys2338,5.29,4.564090981,7,1.5,1.60988932,1
1306456,sys1685,5.28,1.626316762,7,0,3.501783062,0
1306528,sys2043,5.27,1.360739782,13,0.02,4.334106792,0
1308404,sys1981,5.27,4.544925632,10,0.3,2.157470722,0
1310964,sys1488,5.26,4.533974004,10,0.67,1.166348385,1
1313998,sys1071,5.26,4.533974004,10,0.03,0.16427442,0
1317868,sys2091,5.25,2.590060029,1,0,3.1650205,0
1317903,sys2008,5.25,2.587322122,3,2.5,4.490167491,0
1317908,sys2293,5.25,2.587322122,5,5.5,1.640006297,0
1317912,sys2137,5.25,0.971956987,13,1,4.328630978,0
1317951,sys2006,5.25,1.598937692,15,0.42,2.146519093,1
1319875,sys2079,5.25,3.096572825,14,1,4.580518423,0
1319907,sys2192,5.24,4.512070748,2,0,1.171824199,0
1319946,sys1876,5.21,1.563344901,13,0,3.400480503,0
1319991,sys819,5.21,4.490167491,17,0,1.15265885,0
1321104,sys921,5.2,1.549655366,10,3.63,2.171160257,0
1321809,sys1514,5.19,4.465526328,18,0.17,0.156060699,0
1323074,sys695,5.19,1.538703738,16,3,0.161536513,0
1324439,sys2102,5.19,2.52435026,11,0.5,3.241681896,0
1324994,sys850,5.15,4.42719563,8,1,2.146519093,1
1326544,sys1801,5.15,1.267650944,7,0,0.572222564,0
1326754,sys1602,5.14,1.492159319,10,0,1.171824199,0
1328914,sys1114,5.14,4.418981909,12,0.3,4.150667023,0
1338514,sys2011,5.14,2.984318638,10,0.65,1.158134664,0
1340789,sys732,5.12,4.394340746,14,0.34,2.154732814,0
1341615,sys2170,5.1,0.147846978,3,0.25,0.235460003,0
1341635,sys2201,5.1,0.147846978,1,0,0.739234892,0
1341636,sys812,5.09,4.777647727,10,0,2.335434677,0
1343850,sys1705,5.09,1.434663272,23,0.4,3.156806779,0
1343994,sys1063,5.08,4.356010048,12,0.63,2.253297467,1
1344982,sys1964,5.07,4.350534234,19,0.59,2.149257,0
1345642,sys2001,5.06,1.407284202,10,0.02,1.251223502,0
1345932,sys932,5.05,4.739317029,24,0.3,2.165684443,0
1346699,sys1998,5.04,4.320417257,5,1.5,1.166348385,0
1349504,sys2037,5.04,4.31767935,10,2,2.157470722,1
1359206,sys977,5.04,1.385380946,22,0,1.171824199,0
1361830,sys773,5.04,1.385380946,7,2.34,3.252633524,0
1361890,sys671,5.03,4.303989815,15,0,2.143781186,1
1363087,sys2275,5.03,3.364887712,4,0.45,4.777647727,0
1363091,sys1971,5.03,4.301251908,14,0.4,0.161536513,0
1366403,sys1987,5.02,3.646892133,13,0.07,3.326557013,1
1367075,sys1764,5.02,1.366215596,7,0,4.230066326,0
1367105,sys2351,5.01,2.346386305,8,0.12,0.235460003,1
1367305,sys1579,5.01,1.355263968,20,0.51,1.333360712,1
1367481,sys1721,5.01,2.343648398,12,3.25,2.231394211,0
1376533,sys2047,5,4.279348652,6,0.53,2.231394211,0
1376611,sys1510,5,4.695510517,11,0,2.162946536,0
1383267,sys2042,5,1.349788154,16,0.25,0.150584885,0
1383867,sys1788,5,4.276610745,7,0.54,2.154732814,0
1384343,sys1908,4.98,4.251969582,19,0.44,2.151994907,0
1386170,sys1449,4.97,3.107524453,13,3.75,3.249895617,0
1386520,sys2083,4.94,4.216376791,14,0,0.251887445,0
1393075,sys1570,4.92,4.197211442,13,0.75,2.154732814,0
1394424,sys637,4.92,4.197211442,21,0.02,1.160872571,0
1395849,sys908,4.91,1.256699316,5,0.05,1.166348385,0
1395945,sys2341,4.87,0.961005359,2,0.33,4.490167491,0
1395972,sys1875,4.87,2.206753048,8,0,1.415497923,0
1396567,sys1557,4.86,4.172570279,8,2.73,1.251223502,0
1398031,sys2256,4.85,2.190325606,10,6,0.843275358,0
1398037,sys1936,4.83,1.18003792,10,3.94,2.165684443,0
1400629,sys1799,4.83,0.536629773,8,3.01,4.227328419,0
1402282,sys1858,4.83,2.162946536,11,1.44,0.150584885,0
1414742,sys1935,4.82,2.154732814,8,0,0.169750234,0
1415354,sys854,4.81,4.082219347,10,0.08,1.166348385,1
1415669,sys2125,4.79,2.130091651,10,3.5,1.251223502,0
1416796,sys1670,4.79,1.138969315,12,0,4.572304702,0
1416996,sys2179,4.79,2.124615837,3,0,2.49697119,1
1417001,sys2321,4.79,2.124615837,8,0.32,4.34505842,0
1417025,sys2096,4.78,2.116402116,7,0.32,4.325893071,1
1417055,sys2009,4.78,1.12527978,27,0,3.1650205,0
1421477,sys2101,4.76,4.807764704,10,3.25,2.321745142,0
1423070,sys1968,4.76,1.106114431,8,0,2.403882352,0
1423629,sys2288,4.75,3.093834918,8,0,4.142453302,0
1423638,sys1446,4.75,4.027461207,23,0,2.143781186,0
1424327,sys1300,4.75,2.083547232,10,0.25,2.157470722,0
1424437,sys750,4.73,4.008295858,14,0,2.143781186,0
1424815,sys2196,4.71,3.050028406,2,0,1.147183036,0
1424980,sys2266,4.7,2.548991424,8,0.09,4.249231675,0
1424995,sys2156,4.69,1.040404663,12,0.62,1.147183036,0
1425291,sys1863,4.69,1.040404663,12,0.15,3.323819106,0
1425431,sys2136,4.66,3.934372369,12,2,3.159544686,0
1428941,sys2065,4.66,3.934372369,10,1,0.240935817,0
1432768,sys2134,4.66,3.934372369,42,0,4.161618651,0
1445809,sys2124,4.63,1.963079324,8,0,1.23479606,0
1447909,sys2118,4.62,0.971956987,8,0,3.238943989,0
1447920,sys981,4.62,3.898779578,13,0.25,2.417571887,0
1448292,sys2241,4.56,1.894631649,7,0,1.347050247,0
1448336,sys2280,4.55,1.886417928,9,0.65,0.235460003,0
1448401,sys2053,4.54,3.819380275,5,0.44,1.240271874,0
1448453,sys2140,4.51,0.856964893,21,0.26,3.241681896,0
1449902,sys2263,4.5,4.197211442,12,1.5,2.239607932,0
1453322,sys1901,4.5,0.851489079,11,1.23,0.150584885,0
1453502,sys1944,4.5,3.775573763,10,4.5,2.319007235,1
1453616,sys2080,4.5,0.848751172,13,2.25,2.154732814,1
1453814,sys1778,4.5,1.837135602,16,0,0.156060699,0
1461206,sys1700,4.5,0.848751172,6,0.92,1.158134664,0
1461454,sys1665,4.44,1.782377462,1,0,3.121213988,0
1461456,sys2450,4.41,0.495561168,2,0.02,1.74678467,0
1461458,sys2357,4.41,0.495561168,1,0.9,1.74678467,0
1461459,sys2400,4.41,0.495561168,2,1.15,3.285488408,0
1461465,sys2534,4.41,0.495561168,2,0.68,4.271134931,0
1461471,sys1955,4.35,0.703642101,7,0,0.167012327,0
1461604,sys2052,4.33,0.45723047,14,0.83,1.158134664,0
1463396,sys2371,4.32,0.665311403,1,0,0.498299075,0
1463405,sys2366,4.32,0.665311403,3,0.17,0.580436285,0
1463408,sys1794,4.31,0.662573496,8,2.36,0.336762562,0
1466768,sys1781,4.29,2.631128634,9,1.5,1.508586761,0
1466848,sys1931,4.27,1.60988932,5,0,4.147929116,0
1467280,sys2452,4.27,0.312121399,16,0,4.314941443,0
1467528,sys1660,4.26,3.534637946,15,0,0.156060699,1
1468056,sys2022,4.25,3.529162132,20,4,4.397078653,0
1468680,sys2162,4.21,1.549655366,11,6,1.171824199,0
1468922,sys2063,4.2,0.544843494,9,3.42,2.338172584,0
1468982,sys1798,4.18,3.876876322,5,1.5,2.228656304,0
1468992,sys1674,4.15,1.483945598,14,2,3.504520969,1
1471312,sys2077,4.04,3.315605385,23,3,3.159544686,0
1473362,sys2339,4.03,3.504520969,5,0.62,0.156060699,0
1473406,sys1867,4,1.341574433,8,0,0.150584885,0
1473472,sys1830,4,3.277274687,7,1.5,0.167012327,0
1474512,sys2121,4,2.335434677,14,1,3.501783062,0
1475052,sys1299,3.99,1.330622805,6,0,2.154732814,0
1475086,sys2110,3.92,0.26557698,9,0.84,0.175226048,0
1475222,sys2225,3.9,1.243009781,11,0.5,2.84468538,0
1475384,sys2227,3.81,1.15265885,10,0.5,0.235460003,0
1475681,sys2425,3.74,-0.213556747,17,0,2.340910491,0
1476140,sys2123,3.73,1.574296529,14,0.64,1.325146991,0
1476162,sys2396,3.64,0.980170709,1,0,1.336098619,0
1476232,sys2342,3.46,-0.501036982,3,0,1.995934208,1
1476233,sys2352,3.43,-0.216294654,13,0.18,3.156806779,0
1477304,sys1505,3.43,-0.476395819,6,1,0.161536513,0
1478580,sys2058,3.43,2.710527937,11,0,2.157470722,1
1479087,sys619,3.43,-0.843275358,18,6.75,2.151994907,0
1479967,sys1913,3.36,-0.919936754,4,1.2,0.509250703,0
1480030,sys2157,3.26,-0.698166287,7,0,0.418899772,1
1480222,sys1792,3,-0.922674661,6,0.5,0.169750234,0
1480252,sys2773,2.74,-1.212892804,2,0,1.508586761,0
1480268,sys2152,2.62,-0.038330698,5,2,2.242345839,0
1480298,sys2104,2.26,-1.388118853,12,9.13,2.151994907,1
1480792,sys2144,2.08,0.221770468,5,1.75,0.591387914,0
1481032,sys1963,2.07,-1.842611416,12,0.39,0.577698378,0
1481404,sys1989,2.01,-3.444287015,4,0,0.117730001,0
1481428,sys1904,2.01,-1.943913975,3,0,0.161536513,0
1481448,sys2176,1.92,0.550319308,8,0.05,0.251887445,0
1481503,sys1681,1.74,1.311457456,38,0,0.323073027,1
1482013,sys1754,1.6,0.91446094,6,2.25,0.410686051,0
1482193,sys2141,1.53,-0.325810934,9,0,0.410686051,0
1482463,sys2207,1.52,-3.548327481,5,1.5,1.243009781,0
1482591,sys1918,1.5,-2.455902585,3,0.86,1.497635133,0
1482606,sys2154,1.27,0.835061637,13,1,1.478469784,1
1484406,sys1930,1.26,0.83232373,6,1.62,0.503774889,1
1484502,sys2135,1.23,0.799468846,6,1,0.569484657,0
1484642,sys2369,1.2,0.769351869,17,0,0.279266515,1
1484750,sys2295,1.09,-0.279266515,18,0,1.314195363,0
1484760,sys2159,1,0.314859306,4,5,1.204679083,1
1484769,sys2345,1,-3.025387243,8,3.5,0.583174192,0
1484829,sys1982,0.96,0.531153959,8,0.5,0.240935817,1
1485485,sys1582,0.94,-2.935036311,1,0.25,0.717331636,0
1485486,sys1938,0.83,0.394258609,7,0,0.51198861,0
1485522,sys2437,0.8,-3.156806779,2,0,0.796730939,0
1485525,sys2109,0.71,0.279266515,4,0.23,0.503774889,0
1485535,sys2200,0.65,0.219032561,14,5,0.161536513,0
1485548,sys2214,0.64,-4.955611683,1,0,0.117730001,0
1485549,sys1647,0.58,0.147846978,9,0,0.246411631,1
0,sys2269,8.1,7.901599407,12,0.1,4.435409351,0
297,sys2029,10.3,5.076079369,15,0,4.251969582,0
747,sys2492,5.28,4.566828728,17,0,0.364141632,0
957,sys2477,5.54,4.917281151,11,0,3.162282593,0
3325,sys2032,7.52,5.659253597,17,0.75,4.156142837,1
10041,sys1990,9.96,5.045962811,8,0,3.238943989,0
10761,sys1388,9.5,5.555213451,12,0,0.246411631,0
22179,sys1596,9.14,4.046626568,6,0,2.266987002,0
22473,sys1473,9.08,3.931634426,19,0.28,0.172488141,0
26073,sys1261,7.78,7.600430012,6,0,2.165684443,0
28691,sys2229,6.78,6.253379822,4,0.25,3.526424225,0
28699,sys2232,6.76,2.442213058,5,0,4.487429584,0
28701,sys1819,6.76,4.558615208,7,5,3.520948411,0
28725,sys2380,3.75,-0.213556752,6,0,3.02812515,0
28735,sys1978,3.65,0.221770465,3,0,1.144445129,0
28753,sys1382,7.75,4.876212597,13,1,1.158134664,1
28906,sys1678,3.17,0.980170727,8,0.3,1.363477689,0
28963,sys2323,9.28,3.868662596,2,0,1.50037304,0
29019,sys1368,7.53,4.624324799,6,0,4.421719816,0
29604,sys1624,8.51,8.353354454,16,0.3,0.177963955,1
34582,sys1816,9.38,3.906993389,18,0,2.869326543,0
34621,sys1974,7.37,3.353936195,9,2.97,0.224508375,0
34637,sys2003,7.87,3.570230722,7,0.9,0.334024655,0
